"","ID","Pregunta 1 
","Pregunta 2 
","Pregunta 3","Pregunta 32","Pregunta 4","Pregunta 5","Pregunta 6","Pregunta 7","Pregunta 8","Pregunta 9","Pregunta 10","Pregunta 11","Pregunta 12","Barrio Comuna 1","Barrio Comuna 9","Pregunta 13 
","Pregunta 14 
","Pregunta 15 
","Pregunta 16","Ingreso","Pregunta 17","Pregunta 18","Pregunta 19 
","Pregunta 20 
","Pregunta 21 
","Pregunta 22 
","Pregunta 23 
","Pregunta 24 
","Pregunta 25 
","Pregunta 26 
","Pregunta 27 
","Pregunta 28","Pregunta 29 
","Pregunta 30","Pregunta 32 
","Pregunta 33 
","Pregunta 34 
","Pregunta 35 
","Pregunta 36 
","Pregunta 37 
","Pregunta 38","Pregunta 39","Pregunta 40","Pregunta 41 
","Alcohol","Cafeína","Pregunta 43 
","Pregunta 44 
","Pregunta 45 
","Pregunta 46 
","Pregunta 47 
","Pregunta 48 
","Horario","Escenarios o espacios deportivos","Pregunta 50 
","Hongos","Metanfetamina","Implementos","Nicotina","Ayahuasca","Cocaína","Participación comunitaria","Marihuana","Esteroides","Heroína","Capacitación sobre deporte, recreación o salud","Pregunta 51","Popper","Ampliación de oferta","Opiodes","Formador o profesor","Extasis","LSD","Tussi","Otras","Pregunta 52","Pregunta 53","Pregunta 54","IMC"
"60",1698,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1280000,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"5;6;",NA,"6","3","SI","SI","SI","Durante;","Agua;","NO","Delgado",40,155,"6","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",16.65
"61",1703,"No es usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","3;","8;","NO",1200,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"4;",NA,"2","3","NO","NO","SI","Durante;Después;","Agua;","SI","Delgado",52,175,"3","No consume","Mensual","SI","SI",NA,"9","7;8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",16.98
"62",1706,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Salvador","2","5;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"10;",NA,"3","3","SI","SI","SI","Durante;","Agua;","NO","Con sobrepeso",76,162,"8","No consume","No consume","SI","SI",NA,"10","4;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",28.96
"63",1707,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Tecnológico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Alejandro Echevarría","2","13;","8;","NO",1e+06,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"6","3","NO","NO","SI","Después;","Agua;","NO","Delgado",48,150,"7","No consume","No consume","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",21.33
"64",1710,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","3","13;","8;","SI",400,"SI","Emocional;Social;","SI","Por cuenta propia","Una vez","9;","1;","NO","Solo","6;",NA,NA,"7","2","SI","SI","SI","Antes;Después;","Agua;","NO","Normal",92,160,"5","No consume","No consume","SI","SI",NA,"4","8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",35.94
"65",1711,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","5;","8;","SI",1500000,"SI","Físico;","SI","Ambas","Tres o más","2;","7;8;","NO","Con la familia","9;",NA,NA,"3","4 o más","SI","SI","SI","Durante;Después;","Agua;","NO","Con sobrepeso",70,159,"8","No consume","Diario","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","SI","SI",27.69
"66",1712,"Usuario del INDER","De 0 a 5","Hombre",NA,NA,NA,"Ninguna","Sin estudio","Otra","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",500,"SI","Social;","SI","Ambas","Tres o más","4;","10;","NO","Con pareja/cónyuge/novio(a)","17;",NA,NA,"3","4 o más","NO","NO","SI","Durante;","Agua;","SI","Normal",79,172,"10","No consume","No consume","SI","SI",NA,"8","4;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.7
"67",1720,"No es usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","1","13;","8;","NO",400,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"10;",NA,"9","3","NO","NO","SI","Después;","Agua;","SI","Delgado",50,152,"4","No consume","No consume","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",21.64
"68",1721,"Acudiente","De 13 a 17","Mujer",NA,NA,NA,"Blanco","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",500,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","4 o más","SI","SI","SI","Antes;","Agua;","SI","Delgado",50,162,"4","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",19.05
"69",1723,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Tecnológico","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","12;","8;","NO",1200000,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"5;6;",NA,"5","3","SI","NO","SI","Después;","Agua;","NO","Con sobrepeso",78,170,"4","No consume","Mensual","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.99
"70",1726,"Acudiente","De 18 a 28",NA,"Mujer","No deseo responder","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Empleado (a)","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","5;","8;","NO",800,"SI","Físico;","SI","Ambas","Dos veces","2;4;9;","1;8;9;","SI","Con la familia","1;",NA,NA,"2","3","SI","SI","SI","Durante;","Agua;","SI","Delgado",68,172,"5","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","SI","SI",22.99
"71",1731,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","1","13;","2;","NO",500,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"5;","Presencia de la Policía;","9","2","NO","NO","SI","Durante;","Agua;","SI","Con sobrepeso",90,167,"5","No consume","Mensual","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",32.27
"72",1743,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","SI",1250000,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"5;",NA,"2","3","SI","SI","SI","Después;","Agua;","NO","Con obesidad",85,161,"5","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",32.79
"73",1747,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Tecnológico","Desempleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",2800000,"SI","Físico;Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Acompañamiento de personal del INDER;Crear espacios de diálogo ciudadano;","2","3","NO","NO","SI","Durante;","Agua;","NO","Normal",51,158,"9","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","SI","SI",20.43
"74",1751,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Bomboná 2","3","5;","8;","NO",300,"SI","Físico;Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Presencia de la Policía;","6","2","SI","SI","SI","Durante;","Agua;","NO","Delgado",50,130,"5","No consume","No consume","SI","SI",NA,"10","3;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",29.59
"75",1753,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","2","3;","8;","NO",800,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"9;",NA,"13","3","SI","NO","SI","Durante;","Agua;","NO","Normal",64,157,"7","No consume","No consume","SI","SI",NA,"4","5;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",25.96
"76",1761,"Acudiente","De 18 a 28",NA,"Mujer","No deseo responder","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Ama de casa / hombre de casa","Ninguno (a)","3","Medellín","9-Buenos Aires ",NA,"Salvador","1","13;","8;","NO",200,"SI","Emocional;","SI","Por cuenta propia","Una vez","2;","2;","NO","Solo","17;",NA,NA,"6","3","SI","SI","SI","Antes;Después;","Agua;","SI","Delgado",47,158.6,"3","No consume","No consume","SI","SI",NA,"9","8;","9;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","4","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",18.68
"77",1762,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Técnico","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Presencia de la Policía;","8","4 o más","NO","NO","SI","Durante;","Agua;","NO","Normal",55,160,"5","No consume","Diario","SI","SI",NA,"5","8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",21.48
"78",1768,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",2e+06,"SI","Social;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"7","2","SI","SI","SI","Después;","Agua;","NO","Normal",63,153,"5","Mensual","Diario","SI","SI",NA,"4","3;","3;","5","4","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","4","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",26.91
"79",1770,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",1500000,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"7","4 o más","NO","NO","SI","Durante;","Agua;","SI","Delgado",52,156,"8","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",21.37
"80",1772,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Técnico","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1e+06,"SI","Emocional;","SI","Ambas","Una vez","10;","2;3;","NO","Con la familia","17;",NA,NA,"3","4 o más","SI","SI","SI","Durante;","Agua;","NO","Normal",60,152,"7","No consume","No consume","SI","SI",NA,"4","3;","8;","5","5","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",25.97
"81",1773,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Secundaria","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","NO",1e+06,"SI","Físico;Emocional;Social;","SI","Ambas","Dos veces","4;","5;6;","NO","Con amigos","9;",NA,NA,"1","2","SI","SI","SI","Durante;Después;","Agua;","NO","Con sobrepeso",190,180,"7","No consume","Mensual","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",58.64
"82",1775,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","3","3","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","SI",1e+06,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"2;5;8;",NA,"5","3","NO","NO","SI","Durante;","Agua;","NO","Con sobrepeso",88,173,"5","Mensual","No consume","SI","SI",NA,"4","8;","8;",NA,NA,"Buena","No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",29.4
"83",1784,"Acudiente","De 29 a 59",NA,"Mujer","Otra","Casado(a) ","Otra","Técnico","Empleado (a)","3","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","12;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","SI","Ambas","Una vez","1;8;9;","1;9;10;","NO","Con la familia","9;",NA,NA,"13","3","NO","NO","NO","Durante;","Agua;","NO","Con sobrepeso",68,161,"5","No consume","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.23
"84",1790,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Caicedo","3","13;","8;","NO",600,"SI","Emocional;","SI","Ambas","Tres o más","4;","1;","NO","Con pareja/cónyuge/novio(a)","9;",NA,NA,"3","3","SI","SI","SI","Durante;","Agua;","NO","Normal",60,155,"8","Mensual","No consume","SI","SI",NA,"4","3;","6;","1","5","Excelente","No consume","No consume",NA,"No consume","No consume","No consume","4","No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","SI","SI",24.97
"85",1791,"No es usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Pregrado","Empleado (a)","Ninguno (a)","3","Medellín","9-Buenos Aires ",NA,"Miraflores","4","13;","8;","NO",3e+06,"No es usuario del INDER Medellín",NA,"SI","Ambas","Dos veces","2;4;10;","4;9;","NO","Con pareja/cónyuge/novio(a)","11;17;",NA,NA,"5","4 o más","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",58,154,"8","No consume","No consume","SI","SI",NA,"4","4;7;8;","8;","4","5","Excelente","No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO SÉ",24.46
"86",1794,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Raizal","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Cataluña","2","13;","8;","NO",1500000,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","9;10;","NO","Con amigos","9;",NA,NA,"5","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Normal",35,115,"9","No consume","No consume","SI","SI",NA,"6","1;8;","5;","5","3","Regular","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.47
"87",1803,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Pregrado","Otra","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",1,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","4 o más","NO","NO","SI","Después;","Agua;","NO","Con sobrepeso",59,152,"5","No consume","Quincenal","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO","NO","NO SÉ",25.54
"88",1824,"Acudiente","De 0 a 5","Mujer",NA,NA,NA,"Blanco","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Cataluña","No aplica","1;","8;","NO",530000,"SI","Físico;Emocional;Social;","SI","Por cuenta propia","Dos veces","2;","2;","NO","Solo","15;",NA,NA,"6","3","NO","NO","SI","Durante;","Agua;","NO","Con sobrepeso",84,156,"7","No consume","Quincenal","SI","SI",NA,"3","4;","8;","5","3","Excelente","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",34.52
"89",1827,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Tecnológico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","8;","NO",3e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"6","4 o más","NO","NO","SI","Durante;","Agua;","NO","Normal",70,172,"8","No consume","Mensual","SI","SI",NA,"4","6;","8;","5","5","Excelente","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.66
"90",1829,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","12;","8;","NO",2000,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","3","SI","SI","NO","Durante;","Agua;","NO","Normal",60,155,"4","No consume","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.97
"91",1830,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",0,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"10;","Acompañamiento de personal del INDER;Acompañamiento de juntas de acción comunal;","8","4 o más","NO","NO","SI","Durante;","Agua;","NO","Normal",57,160,"6","Mensual","Semanal","SI","SI",NA,"4","6;","9;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","3","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.27
"92",1833,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Ninguna","Tecnológico","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",1200000,"No es usuario del INDER Medellín",NA,"SI","Dirigida","Dos veces","1;7;","1;8;","NO","Solo","13;",NA,NA,"2","3","SI","SI","SI","Después;","Agua;","NO","Con sobrepeso",68,152,"8","No consume","No consume","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","Mensual",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","SI","SI",29.43
"93",1844,"Acudiente","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Desempleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Bomboná 2","3","13;","8;","NO",200,"SI","Emocional;Físico;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Presencia de la Policía;","5","2","NO","NO","SI","Después;Antes;","Agua;Otras;Gaseosas;","NO","Normal",47,110,"3","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",38.84
"94",1851,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Salvador","2","6;","2;","SI",3e+05,"SI","Emocional;","SI","Dirigida","Dos veces","8;","1;","NO","Con la familia","6;",NA,NA,"8","3","SI","SI","SI","Durante;","Agua;","NO","Normal",70,164,"4","No consume","Semanal","SI","SI",NA,"7","8;","8;","5","3","Excelente","No consume","No consume","4","No consume","No consume","No consume","5","No consume","No consume","No consume","4","NO","No consume","3","No consume","4","No consume","No consume","No consume","Mensual","SI","NO","SI",26.03
