"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"1306","Diario","Semanal","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","No consume"
"1307","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Mensual"
"1308","Diario","Diario","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"1309","Diario","Semanal","Quincenal","Quincenal","Semanal","Mensual","Quincenal","Semanal","Quincenal","Quincenal","Semanal","Diario","No consume"
"1310","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","No consume","Diario","Semanal","No consume","Semanal","Diario"
"1311","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","No consume","Diario","No consume","No consume"
"1312","Semanal","Semanal","Semanal","Quincenal","Diario","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal","Semanal","Quincenal"
"1313","No consume","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","No consume","No consume"
"1314","Diario","Diario","Diario","Diario","Diario","Semanal","Mensual","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal"
"1315","Diario","No consume","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","No consume","Semanal","Semanal","Mensual"
"1316","Diario","Diario","Semanal","No consume","Diario","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal"
"1317","Semanal","Semanal","Semanal","No consume","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","Mensual"
"1318","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"1319","Quincenal","Semanal","Diario","Quincenal","Semanal","Diario","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Quincenal"
"1320","Semanal","Diario","Diario","Quincenal","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","No consume"
"1321","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Quincenal","Quincenal","Mensual"
"1322","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Quincenal"
"1323","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Semanal","Mensual"
"1324","Mensual","Semanal","Diario","Semanal","Diario","Diario","Diario","Diario","Quincenal","Mensual","Diario","Mensual","Mensual"
"1325","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Mensual","Semanal","Semanal"
"1326","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Quincenal"
"1327","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"1328","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1329","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1330","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Quincenal","Diario","Semanal","No consume","Mensual","Mensual"
"1331","Quincenal","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","No consume","No consume"
"1332","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","No consume"
"1333","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Diario","Diario","Diario","Mensual","Semanal","Semanal","Mensual"
"1334","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Diario","Mensual","Quincenal","Mensual","Quincenal"
"1335","Quincenal","Quincenal","Diario","Quincenal","Quincenal","Quincenal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1336","Diario","Semanal","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal"
"1337","Semanal","Mensual","Mensual","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Quincenal","Diario","Semanal","Semanal"
"1338","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Diario","Diario","Diario","Quincenal","No consume","Semanal","No consume"
"1339","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1340","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Mensual","Mensual","Semanal"
"1341","Diario","Diario","Diario","Diario","Diario","Semanal","No consume","Quincenal","Quincenal","Quincenal","Mensual","Semanal","Mensual"
"1342","Diario","Diario","Semanal","Mensual","Mensual","Semanal","No consume","Diario","Diario","Quincenal","No consume","Semanal","Semanal"
"1343","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Quincenal","No consume","No consume","No consume"
"1344","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","No consume","Mensual","No consume"
"1345","Diario","Semanal","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","No consume"
"1346","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Mensual","No consume","Mensual","Semanal"
"1347","Semanal","Diario","Semanal","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Mensual","Diario","No consume"
"1348","Diario","Semanal","Diario","Diario","Diario","Mensual","Quincenal","Semanal","Semanal","Quincenal","Mensual","Semanal","Semanal"
"1349","Semanal","Diario","Diario","No consume","Diario","Semanal","Semanal","Semanal","Diario","No consume","Quincenal","Semanal","No consume"
"1350","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal"
"1351","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal"
"1352","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Mensual","Mensual"
"1353","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1354","Semanal","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"1355","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Quincenal","No consume","Quincenal","Quincenal"
"1356","Semanal","Semanal","Diario","Mensual","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Mensual"
"1357","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","No consume","Quincenal","No consume"
"1358","Semanal","Diario","Semanal","Mensual","Mensual","Semanal","Diario","Semanal","Diario","Semanal","Mensual","Semanal","Mensual"
"1359","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Mensual"
"1360","Semanal","Semanal","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","Mensual","Semanal","Quincenal","Semanal"
"1361","No consume","No consume","Diario","No consume","Diario","Diario","Diario","Diario","Diario","No consume","Diario","No consume","No consume"
"1362","Semanal","Diario","Diario","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","Diario"
"1363","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Mensual","Quincenal","Semanal","Quincenal"
"1364","Diario","Diario","Diario","Mensual","Semanal","Quincenal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"1365","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","Mensual","No consume"
"1366","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal"
"1367","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","No consume","No consume"
"1368","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Mensual","Diario","Diario","Quincenal"
"1369","Diario","Diario","No consume","No consume","Semanal","Quincenal","Mensual","No consume","Diario","Quincenal","No consume","No consume","Semanal"
"1370","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal"
"1371","No consume","Semanal","Diario","Diario","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Mensual","Semanal","Diario"
"1372","Diario","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","Semanal","Mensual","Mensual","Mensual"
"1373","Diario","Semanal","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Diario","Mensual","No consume","Quincenal","Mensual"
"1374","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Mensual","No consume","Quincenal","Mensual"
"1375","Diario","Diario","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"1376","Quincenal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Diario","Mensual","Quincenal","Semanal","Quincenal"
"1377","Diario","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","No consume"
"1378","Diario","Semanal","Diario","Semanal","No consume","Quincenal","Diario","Semanal","Diario","No consume","No consume","Quincenal","No consume"
"1379","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Quincenal","Quincenal","No consume"
"1380","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal"
"1381","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Semanal","Diario","Diario","No consume","No consume","No consume","Quincenal"
"1382","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"1383","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Quincenal","Diario","Mensual","Mensual","Mensual","Mensual"
"1384","Diario","Diario","Diario","Quincenal","No consume","Semanal","Diario","Semanal","Diario","Semanal","No consume","Quincenal","Semanal"
"1385","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Diario","Quincenal","Mensual"
"1386","Diario","Diario","Semanal","Mensual","Semanal","Semanal","Quincenal","Diario","Diario","Quincenal","Semanal","Mensual","No consume"
"1387","Diario","Semanal","Diario","Mensual","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"1388","No consume","No consume","Quincenal","No consume","No consume","Semanal","Semanal","No consume","Semanal","No consume","No consume","No consume","No consume"
"1389","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1390","Diario","Diario","Diario","Mensual","Quincenal","Semanal","Semanal","Diario","Diario","Mensual","Quincenal","Semanal","Mensual"
"1391","Diario","Semanal","Diario","Quincenal","No consume","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","Quincenal","Quincenal"
"1392","Diario","Semanal","Mensual","Quincenal","Mensual","Quincenal","Semanal","Semanal","Diario","Mensual","No consume","Mensual","Quincenal"
"1393","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"1394","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"1395","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1396","Semanal","Semanal","Semanal","Mensual","Diario","Diario","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"1397","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"1398","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"1399","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","No consume","No consume"
"1400","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1401","Diario","Diario","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Diario","Quincenal","Mensual","Quincenal","Quincenal"
"1402","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1403","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"1404","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","No consume","Mensual","No consume","No consume"
"1405","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Mensual","Mensual","No consume","No consume"
"1406","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Mensual","Mensual","Mensual","Mensual"
"1407","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1408","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1409","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1410","Diario","Semanal","Diario","Mensual","Diario","Diario","Diario","Diario","Semanal","No consume","Quincenal","Mensual","No consume"
"1411","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1412","Diario","Diario","Mensual","No consume","Mensual","Quincenal","Mensual","Diario","Diario","No consume","No consume","No consume","No consume"
"1413","Semanal","Diario","Diario","No consume","Semanal","Quincenal","Diario","Diario","Diario","No consume","Mensual","Mensual","No consume"
"1414","Mensual","Semanal","Semanal","Quincenal","Diario","Mensual","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","No consume"
"1415","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","Quincenal","No consume","Semanal","No consume"
"1416","Diario","Diario","Diario","Semanal","Diario","Semanal","Quincenal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1417","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","No consume","No consume","No consume"
"1418","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","No consume","Diario","Diario","No consume","No consume","No consume","No consume"
"1419","Diario","Diario","Diario","Mensual","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1420","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"1421","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Quincenal","Diario","Diario","Mensual","Quincenal","Mensual","No consume"
"1422","No consume","Mensual","Semanal","Mensual","No consume","Semanal","Mensual","No consume","Mensual","No consume","No consume","No consume","No consume"
"1423","Semanal","Semanal","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Semanal","Mensual","Quincenal","Semanal"
"1424","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal"
"1425","No consume","Diario","Diario","No consume","Diario","Diario","Diario","Semanal","Diario","Mensual","Semanal","Diario","Mensual"
"1426","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal"
"1427","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"1428","Mensual","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","Diario","Quincenal","Diario"
"1429","No consume","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Diario","Diario","Semanal"
"1430","Semanal","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Quincenal","No consume","No consume","Mensual","No consume"
"1431","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","No consume"
"1432","Semanal","Semanal","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Quincenal"
"1433","No consume","Semanal","Diario","No consume","Mensual","Semanal","Quincenal","Quincenal","Diario","No consume","No consume","No consume","No consume"
"1434","Diario","Diario","Semanal","Semanal","Mensual","Diario","Diario","Diario","Diario","No consume","Semanal","No consume","No consume"
"1435","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1436","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Diario","No consume"
"1437","Mensual","No consume","Quincenal","No consume","Mensual","Semanal","Semanal","Mensual","Diario","Mensual","No consume","Mensual","Mensual"
"1438","Diario","Diario","Diario","Semanal","Semanal","Diario","Mensual","Diario","Diario","No consume","No consume","No consume","No consume"
"1439","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","No consume","Mensual","No consume"
"1440","No consume","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","No consume","No consume"
"1441","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Diario","Diario"
"1442","Semanal","Semanal","Diario","No consume","No consume","Quincenal","Semanal","Diario","Semanal","No consume","Quincenal","Semanal","Semanal"
"1443","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"1444","Diario","Semanal","Diario","Mensual","Mensual","Mensual","Mensual","Quincenal","Mensual","No consume","No consume","Mensual","No consume"
"1445","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"1446","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Mensual","Mensual","No consume"
"1447","Diario","Semanal","Semanal","No consume","Semanal","Quincenal","Semanal","Semanal","Diario","Mensual","Semanal","Semanal","Mensual"
"1448","Diario","Semanal","No consume","Semanal","Quincenal","Semanal","Semanal","No consume","Semanal","No consume","No consume","No consume","No consume"
"1449","Diario","Diario","Diario","No consume","Semanal","Semanal","Quincenal","Diario","Semanal","No consume","No consume","Mensual","No consume"
"1450","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Diario","Diario","Semanal","Quincenal","Diario","Diario","Quincenal"
"1451","Mensual","Semanal","Semanal","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","Mensual","Mensual","No consume"
"1452","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Mensual","Mensual"
"1453","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","No consume"
"1454","No consume","Quincenal","Diario","No consume","Mensual","Diario","Semanal","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"1455","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1456","Diario","Diario","Mensual","No consume","Semanal","Semanal","Mensual","Semanal","Quincenal","Mensual","Semanal","Quincenal","No consume"
"1457","Diario","Diario","Semanal","No consume","Semanal","Semanal","Quincenal","Semanal","Diario","No consume","No consume","Quincenal","Semanal"
"1458","No consume","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","Semanal","No consume","No consume"
"1459","Diario","Diario","Diario","No consume","Semanal","Semanal","Semanal","Diario","Diario","No consume","Mensual","Semanal","No consume"
"1460","No consume","Semanal","Diario","Quincenal","Quincenal","Diario","Mensual","Semanal","Diario","Mensual","Mensual","No consume","No consume"
"1461","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Mensual","No consume","Quincenal","Mensual"
"1462","Semanal","No consume","Diario","Quincenal","Diario","Quincenal","Diario","No consume","Diario","Mensual","No consume","No consume","No consume"
"1463","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Quincenal","Quincenal","No consume"
"1464","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Quincenal","No consume","Mensual","Mensual","No consume"
"1465","No consume","Diario","Semanal","No consume","Quincenal","Semanal","Diario","Semanal","Diario","Mensual","Semanal","Mensual","No consume"
"1466","Diario","Diario","Diario","No consume","No consume","Diario","Diario","Diario","Diario","Mensual","No consume","Semanal","Mensual"
"1467","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","No consume","Mensual","Mensual","Mensual"
"1468","Semanal","Diario","Semanal","No consume","Quincenal","Quincenal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","No consume"
"1469","Semanal","Diario","No consume","No consume","No consume","Quincenal","Semanal","Semanal","Diario","No consume","No consume","Quincenal","No consume"
"1470","Diario","Diario","No consume","No consume","No consume","No consume","No consume","Semanal","Diario","No consume","No consume","No consume","No consume"
"1471","Mensual","Quincenal","Diario","Quincenal","No consume","Mensual","Semanal","Semanal","Diario","No consume","No consume","No consume","No consume"
"1472","Diario","Diario","Diario","No consume","Diario","Mensual","Semanal","Semanal","Semanal","No consume","Diario","Diario","Mensual"
"1473","Diario","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Diario","Diario","Mensual","No consume","Semanal","No consume"
"1474","Quincenal","Diario","Quincenal","Semanal","Diario","Quincenal","Semanal","Quincenal","Quincenal","Quincenal","Semanal","Semanal","Quincenal"
"1475","Diario","Diario","Quincenal","Mensual","Semanal","Semanal","Semanal","Quincenal","Diario","Quincenal","Semanal","Diario","No consume"
"1476","No consume","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"1477","No consume","Quincenal","Diario","Quincenal","No consume","Diario","Quincenal","Diario","Diario","No consume","No consume","No consume","No consume"
"1478","Diario","Diario","Diario","No consume","Diario","Quincenal","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1479","Mensual","Quincenal","Diario","Quincenal","Mensual","Diario","Semanal","Semanal","Diario","No consume","No consume","No consume","No consume"
"1480","Semanal","Semanal","Diario","Quincenal","No consume","Mensual","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Mensual"
"1481","Quincenal","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"1482","Quincenal","Semanal","Diario","No consume","Diario","Semanal","Diario","Mensual","Diario","Mensual","No consume","Semanal","No consume"
"1483","Diario","Diario","Diario","Semanal","Diario","Quincenal","Quincenal","Diario","Diario","No consume","No consume","Quincenal","Mensual"
"1484","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Mensual","Mensual","Quincenal","No consume"
"1485","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","No consume"
"1486","Diario","Diario","Diario","Quincenal","Semanal","Diario","Quincenal","Diario","Diario","Quincenal","No consume","Semanal","Quincenal"
"1487","Semanal","Semanal","Diario","Semanal","Mensual","Diario","Semanal","Semanal","Diario","Mensual","No consume","No consume","No consume"
"1488","Diario","Diario","Diario","Quincenal","Semanal","Diario","Semanal","Diario","Diario","Quincenal","Semanal","Mensual","No consume"
"1489","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual"
"1490","Diario","Diario","Diario","Semanal","Diario","Diario","Quincenal","Diario","Diario","Quincenal","Diario","Semanal","Mensual"
"1491","Quincenal","Diario","Semanal","No consume","Diario","Diario","Semanal","Diario","Diario","Mensual","No consume","Quincenal","No consume"
"1492","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"1493","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"1494","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal"
"1495","Semanal","Diario","Quincenal","Mensual","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"1496","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1497","Mensual","Quincenal","Quincenal","Quincenal","Diario","Semanal","Diario","Quincenal","Quincenal","Mensual","Semanal","Semanal","Mensual"
"1498","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","Mensual"
"1499","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"1500","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Quincenal","Diario","Diario","Mensual","Quincenal","No consume","No consume"
"1501","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","No consume","Quincenal","No consume"
"1502","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Mensual","Mensual","Mensual","No consume"
"1503","Mensual","Mensual","Diario","Mensual","Mensual","Diario","Diario","Mensual","Mensual","Mensual","No consume","No consume","No consume"
"1504","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1505","Quincenal","Mensual","Diario","No consume","Mensual","Quincenal","Semanal","Mensual","Mensual","No consume","No consume","Mensual","Diario"
"1506","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"1507","Diario","Diario","Diario","Quincenal","Quincenal","Diario","Diario","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"1508","Diario","Semanal","Diario","Diario","Diario","No consume","Diario","Semanal","No consume","Quincenal","Diario","Diario","Semanal"
"1509","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Mensual","No consume","Mensual"
"1510","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Mensual","Semanal","Semanal","Semanal","Diario","Diario","Semanal"
"1511","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario"
"1512","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Semanal","Mensual","Semanal","Semanal","No consume"
"1513","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","Mensual"
"1514","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","Semanal","Semanal","No consume"
"1515","Diario","Diario","Semanal","Diario","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Diario","Diario"
